vendor,sku,vendor_code,item_name,image_relative_path,image_absolute_path,match_type,source_folder,details
MPWSR,42.0634,42.0634,B&S GC GCV blue and white square air filter,Images\Manatee images\B&S GC GCV blue and white square air filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\B&S GC GCV blue and white square air filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from B&S GC GCV blue and white square air filter.
MPWSR,10031306,10031306,"1 1/4"" 90 Degree Copper Elbow",Images\Manatee images\Honda Muffler Directional Angle.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Honda Muffler Directional Angle.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Honda Muffler Directional Angle.
MPWSR,100534,100534,Safety pressure relief valve pop off 195 degree,Images\Manatee images\Safety pressure relief valve pop off 195 degree.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Safety pressure relief valve pop off 195 degree.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Safety pressure relief valve pop off 195 degree.
MPWSR,100538,100538,Panel Mounted Thermostat,Images\Manatee images\Panel Mounted Thermostat.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Panel Mounted Thermostat.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Panel Mounted Thermostat.
MPWSR,100556,100556,"1/4"" GP Thermal Relief Valve",Images\Manatee images\14 GP Thermal Relief Valve.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 GP Thermal Relief Valve.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from 1/4"" GP Thermal Relief Valve."
MPWSR,100557,100557,Thermal Relief Valve 3/8 GP,Images\Manatee images\38MPT 145F Thermal Relief Valve GP Compact.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\38MPT 145F Thermal Relief Valve GP Compact.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 3/8MPT 145F Thermal Relief Valve GP Compact.
MPWSR,100558,100558,Thermal Relief Valve 1/2 GP,Images\Manatee images\12MPT Thermal Relief Valve 145F General Pump Compact.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\12MPT Thermal Relief Valve 145F General Pump Compact.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/2MPT Thermal Relief Valve 145F General Pump Compact.
MPWSR,100651,100651,GP Clear Glass inlet 1/2'',Images\Manatee images\Duraview 12MPT Inlet Filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Duraview 12MPT Inlet Filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Duraview 1/2MPT Inlet Filter.
MPWSR,100652,100652,GP Clear Glass inlet 3/8'',Images\Manatee images\GP Clear Glass inlet 38''.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Clear Glass inlet 38''.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Clear Glass inlet 3/8''.
MPWSR,100774,100774,GP 1.8mm 2-3 GPM High Draw Fixed Injector 4500 PSI,Images\Manatee images\GP Fixed Injector 1.8mm Hi-Draw 2-3Gpm Machines.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Fixed Injector 1.8mm Hi-Draw 2-3Gpm Machines.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Fixed Injector 1.8mm Hi-Draw 2-3Gpm Machines.
MPWSR,100775,100775,GP 2.1mm 3-5 GPM High Draw Fixed Injector 4500 PSI,Images\Manatee images\GP 2.1mm Injector (Hi-Draw) 3-5 GPM Machines.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP 2.1mm Injector (Hi-Draw) 3-5 GPM Machines.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP 2.1mm Injector (Hi-Draw) 3-5 GPM Machines.
MPWSR,100776,100776,GP 2.3mm 5-8 GPM High Draw Fixed Injector 4500 PSI,Images\Manatee images\GP INJECTOR 2.3mm HI-DRAW 5-8 GPM Machines.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP INJECTOR 2.3mm HI-DRAW 5-8 GPM Machines.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP INJECTOR 2.3mm HI-DRAW 5-8 GPM Machines.
MPWSR,100783,100783,GP Packing Extractor Kit,Images\Manatee images\Packing Puller Kit General Pump 100783.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Packing Puller Kit General Pump 100783.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Packing Puller Kit General Pump 100783.
MPWSR,100790,100790,D-GP 2.1MM 3-5 GPM,Images\Manatee images\Dual Port Injector 2.1 for 3-5 GPM Machines.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Dual Port Injector 2.1 for 3-5 GPM Machines.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Dual Port Injector 2.1 for 3-5 GPM Machines.
MPWSR,100791,100791,D-GP 2.3 mm 5-8 GPM,Images\Manatee images\Dual Port Injector 2.3 for 5-8 GPM Machines.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Dual Port Injector 2.3 for 5-8 GPM Machines.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Dual Port Injector 2.3 for 5-8 GPM Machines.
MPWSR,100804,100804,Chemical Injector Repair Kit (Ceramic Ball SS spring and O-ring),Images\Manatee images\GP Chemical Injector Repair Kit 100804.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Chemical Injector Repair Kit 100804.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Chemical Injector Repair Kit 100804.
MPWSR,100829,100829,2.1 Adjustable injector BLACK KNOB,Images\Manatee images\2.1 Adjustable injector BLACK KNOB.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\2.1 Adjustable injector BLACK KNOB.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 2.1 Adjustable injector BLACK KNOB.
MPWSR,100830,100830,2.3 Adjustable injector BLACK KNOB,Images\Manatee images\2.3 Adjustable injector BLACK KNOB.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\2.3 Adjustable injector BLACK KNOB.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 2.3 Adjustable injector BLACK KNOB.
MPWSR,100879,100879,"Flow Switch, Pilot Assist","Images\Manatee images\Flow Switch, Pilot Assist.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\Flow Switch, Pilot Assist.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Flow Switch, Pilot Assist."
MPWSR,100888,100888,Rebuild kit for GP Reel Swivel 2100278,Images\Manatee images\Rebuild kit for GP Reel Swivel 2100278.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Rebuild kit for GP Reel Swivel 2100278.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Rebuild kit for GP Reel Swivel 2100278.
MPWSR,1009.0445,1009.0445,Suction Flange #27 (Spec Order Only....See 3176),Images\Manatee images\Suction Flange #27.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Suction Flange #27.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Suction Flange #27.
MPWSR,10097245,10097245,"GP 1/2"" SS Safety Relief Valve w/ Barb; Preset to 4500PSI",Images\Manatee images\10097245.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\10097245.jpg,manatee_exact_code,Manatee images,Matched local image filename on exact code token 10097245.
MPWSR,100975,100975,100975 GP FLOW SWITCH STRAIGHT 12GPM,Images\Manatee images\100975.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\100975.jpg,manatee_exact_code,Manatee images,Matched local image filename on exact code token 100975.
MPWSR,100VERT,100Vert,100 Gallon Vertical Tank,Images\Manatee images\100 Gallon Vertical Tank.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\100 Gallon Vertical Tank.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 100 Gallon Vertical Tank.
MPWSR,101153,101153,"GP 1/2"" 2.5mm 5-8 GPM High Draw Fixed Injector 4500 PSI",Images\Manatee images\GP 12 2.5mm 5-8 GPM High Draw Fixed Injector 4500 PSI.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP 12 2.5mm 5-8 GPM High Draw Fixed Injector 4500 PSI.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from GP 1/2"" 2.5mm 5-8 GPM High Draw Fixed Injector 4500 PSI."
MPWSR,101170,101170,Forged Chemical Injector - Stainless Steel with check valve 2.1 2-4+ GPM,Images\Manatee images\Forged Chemical Injector - Stainless Steel with Check Valve.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Forged Chemical Injector - Stainless Steel with Check Valve.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Forged Chemical Injector - Stainless Steel with Check Valve.
MPWSR,101171,101171,Forged Chemical Injector - Stainless Steel with check valve 2.2 3-5+ GPM,Images\Manatee images\Forged Chemical Injector - Stainless Steel with Check Valve.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Forged Chemical Injector - Stainless Steel with Check Valve.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Forged Chemical Injector - Stainless Steel with Check Valve.
MPWSR,101172,101172,Forged Chemical Injector - Stainless Steel With check valve 2.3 8+ GPM,Images\Manatee images\Forged Chemical Injector - Stainless Steel with Check Valve.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Forged Chemical Injector - Stainless Steel with Check Valve.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Forged Chemical Injector - Stainless Steel with Check Valve.
MPWSR,101173,101173,Forged Chemical Injector - Stainless Steel with check valve 3.2 10+ GPM,Images\Manatee images\Forged Chemical Injector - Stainless Steel with Check Valve.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Forged Chemical Injector - Stainless Steel with Check Valve.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Forged Chemical Injector - Stainless Steel with Check Valve.
MPWSR,101316,101316,12 Volt Motor for Electric Reels,Images\Manatee images\12V Electric Hose Reel Motor.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\12V Electric Hose Reel Motor.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 12V Electric Hose Reel Motor.
MPWSR,11010,11010,11 Gallon aluminum fuel tank single pick-up 18x12x12,Images\Manatee images\11 Gallon Aluminum Gas Tank Boyd's Tanks.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\11 Gallon Aluminum Gas Tank Boyd's Tanks.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 11 Gallon Aluminum Gas Tank Boyd's Tanks.
MPWSR,11019,11019,22 Gallon aluminum fuel tank Dual pick-up 24x12x18,Images\Manatee images\22 Gallon Aluminum Gas Tank Boyd's Tanks.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\22 Gallon Aluminum Gas Tank Boyd's Tanks.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 22 Gallon Aluminum Gas Tank Boyd's Tanks.
MPWSR,11070,11070,"2.25"" VENTED DIESEL CAP WITH TETHER",Images\Manatee images\2.25 VENTED DIESEL CAP WITH TETHER.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\2.25 VENTED DIESEL CAP WITH TETHER.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from 2.25"" VENTED DIESEL CAP WITH TETHER."
MPWSR,11100-ZDX-900,11100-ZDX-900,IGX800 block TAPP,Images\Manatee images\IGX800 block TAPP.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\IGX800 block TAPP.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from IGX800 block TAPP.
MPWSR,11116,11116,20 amp relay reset,Images\Manatee images\20 amp relay reset.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\20 amp relay reset.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 20 amp relay reset.
MPWSR,11117,11117,Relay for dragon hotbox,Images\Manatee images\Relay for dragon hotbox.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Relay for dragon hotbox.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Relay for dragon hotbox.
MPWSR,11152,11152,"VRT 100 unloader 21 GPM 5075 PSI Green spring 1/2""",Images\Manatee images\VRT100 Green Spring Unloader 12in.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\VRT100 Green Spring Unloader 12in.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from VRT100 Green Spring Unloader 1/2in.
MPWSR,11153,11153,Universal Spot spray gun,Images\Manatee images\Universal Spot spray gun.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Universal Spot spray gun.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Universal Spot spray gun.
MPWSR,11158,11158,Comet TWS8035S 8.7gpm @3500psi 1750 rpm 24mm shaft,Images\Manatee images\Comet Pump TWS8035S 8.7gpm @3500psi 1750 rpm 24mm shaft.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet Pump TWS8035S 8.7gpm @3500psi 1750 rpm 24mm shaft.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet Pump TWS8035S 8.7gpm @3500psi 1750 rpm 24mm shaft.
MPWSR,11300-Z6L-010,11300-Z6L-010,Crankcase Cover Assy for Honda 690,Images\Manatee images\Crankcase Cover Assy for Honda 690.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Crankcase Cover Assy for Honda 690.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Crankcase Cover Assy for Honda 690.
MPWSR,MPWSR-INLET-ELBOW-FOR-P40-2801-0090,1188,Inlet Elbow for P40 2801.0090,Images\Manatee images\Inlet Elbow For Comet P-40 2801.0090 #25.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Inlet Elbow For Comet P-40 2801.0090 #25.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Inlet Elbow For Comet P-40 2801.0090 #25.
MPWSR,12.0053,12.0053,"MTM Hydro 28"" Round Molded Grip Plated Steel Lance",Images\Manatee images\MTM Hydro 28 Round Molded Grip Plated Steel Lance.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\MTM Hydro 28 Round Molded Grip Plated Steel Lance.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from MTM Hydro 28"" Round Molded Grip Plated Steel Lance."
MPWSR,12.0463,12.0463,"MTM Hydro 12"" Round Molded Grip Plated Steel Lance",Images\Manatee images\MTM Hydro 12 Round Molded Grip Plated Steel Lance.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\MTM Hydro 12 Round Molded Grip Plated Steel Lance.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from MTM Hydro 12"" Round Molded Grip Plated Steel Lance."
MPWSR,12.0464,12.0464,"MTM Hydro 18"" Round Molded Grip Plated Steel Lance",Images\Manatee images\MTM Hydro 18 Round Molded Grip Plated Steel Lance.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\MTM Hydro 18 Round Molded Grip Plated Steel Lance.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from MTM Hydro 18"" Round Molded Grip Plated Steel Lance."
MPWSR,12.0705,12.0705,"MTM Hydro DLE28 42"" Dual Lance",Images\Manatee images\MTM Hydro DLE28 42 Dual Lance.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\MTM Hydro DLE28 42 Dual Lance.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from MTM Hydro DLE28 42"" Dual Lance."
MPWSR,120-212,120-212,Inline fuel shutoff valve,Images\Manatee images\Inline fuel shutoff valve.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Inline fuel shutoff valve.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Inline fuel shutoff valve.
MPWSR,120-228,120-228,Stens Inline Fuel Shutoff Valve B&S 698181,Images\Manatee images\Stens Inline Fuel Shutoff Valve.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Stens Inline Fuel Shutoff Valve.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Stens Inline Fuel Shutoff Valve.
